,codigo,bairro,valor,condominio+iptu,area,banheiros,suites,garagem,portao eletronico,DCE,salas,total de uni.,varanda,piscinas,posicao,garagem,descricao da vaga,unidade por andar,sol da manha,playground,circuito de tv,quadra de esporte,jardins,elevador,academia,hall social,sauna,salao de festas,quartos,banheiros,suites,portaria permanente
153,644124,Maruípe,285000.0,240.0,104.0,1,1,1,1,0,0,9,0,0, Frente,1, privativa e coberta ,3,1,1,0,1,1,0,0,0,0,1,3,1,1,1
154,652981,Jardim Camburi,285000.0,328.0,80.0,2,2,1,1,0,1,48,0,0, Frente,1," livre, privativa e coberta ",4,1,0,1,0,0,0,0,0,0,1,3,2,2,1
155,545163,Jardim da Penha,288000.0,0.0,35.0,1,1,1,1,0,1,20,1,0, Frente,1, privativa e coberta ,4,0,0,1,0,1,1,1,1,1,0,1,1,1,1
156,641399,Jardim Camburi,289000.0,312.0,45.46,1,0,1,1,0,1,160,1,1, Fundo,1, estacionamento rotativo ,20,1,0,1,0,0,1,1,1,0,1,2,1,0,1
157,540063,Jardim da Penha,290000.0,344.22,38.0,1,0,1,1,0,1,40,1,0, Lateral,1, privativa/coberta/livre ,8,0,0,1,0,1,1,0,1,0,1,1,1,0,0
158,579448,Jardim Camburi,290000.0,290.0,82.0,1,0,1,0,0,1,16,0,0, Fundo,1, ,4,0,1,1,1,1,0,0,0,0,1,3,1,0,0
159,579557,Jardim da Penha,290000.0,295.8,80.0,1,0,1,1,1,1,12,0,0, Frente,1, privativa e coberta ,4,0,0,0,0,0,0,0,0,0,0,2,1,0,0
160,490289,Jardim da Penha,290000.0,126.43,60.0,2,0,1,1,0,1,8,0,0, Frente,1, privativa ,2,0,0,0,0,0,0,0,1,0,0,2,2,0,0
161,546280,Jardim da Penha,290000.0,0.0,35.66,1,0,1,1,0,1,20,1,0, Fundo,1, ,4,1,0,1,0,0,1,1,1,0,0,1,1,0,0
162,584830,Parque Moscoso,290000.0,680.0,100.0,2,0,0,1,0,1,32,0,0, Frente,0, ,2,1,0,0,0,1,1,0,1,0,0,3,2,0,1
163,616703,Praia do Canto,290000.0,571.15,80.0,3,1,1,1,1,1,32,0,0, Frente,1, privativa ,4,1,0,0,0,1,1,0,1,0,1,2,3,1,1
164,620588,Jardim da Penha,290000.0,256.0,70.0,2,0,1,1,0,1,12,0,0, Frente,1, privativa / livre / coberta ,4,0,0,0,0,1,0,0,1,0,0,2,2,0,0
165,633941,Jardim Camburi,290000.0,317.17,78.0,1,0,1,1,0,1,12,0,0, Fundo,1, privativa / livre ,4,1,0,0,0,0,0,0,1,0,0,3,1,0,0
166,643826,Praia do Canto,290000.0,566.99,80.0,2,1,1,0,1,1,36,0,0, Frente,1," privativa, solta, coberta ",4,0,0,1,0,0,1,0,1,0,0,2,2,1,0
167,655830,Centro,290000.0,995.0,144.8,2,0,1,0,1,1,18,1,0, Frente,1," coberta, com porteiro manobrista ",2,1,0,0,0,0,1,0,1,0,0,3,2,0,1
168,426663,Jardim da Penha,290000.0,406.41,60.0,2,0,1,1,1,1,48,0,0, Frente,1, livre e coberta ,2,0,0,0,0,0,0,0,1,0,0,2,2,0,0
169,655635,Jardim Camburi,292275.38,710.0,64.86,1,1,1,0,0,1,96,1,1, Fundo,1, privativa - nº v 08 ,6,1,1,1,0,1,1,1,1,1,1,3,1,1,1
170,308346,Jardim da Penha,295000.0,451.76,65.0,1,0,1,1,0,1,9,1,0, Frente,1, privativa ,3,0,0,0,0,1,0,0,1,0,0,2,1,0,0
171,540878,Jardim da Penha,295000.0,368.0,71.0,1,0,1,1,0,1,12,0,0, Frente,1, privativa e coberta ,4,0,0,0,1,1,0,0,1,0,1,2,1,0,0
172,592116,Jardim da Penha,295000.0,434.18,75.0,2,0,1,0,1,1,48,0,0, Fundo,1, livre e coberta ,2,1,0,1,0,0,0,0,0,0,0,2,2,0,0
173,503196,Jardim Camburi,295000.0,353.0,68.0,2,1,1,1,0,1,72,1,0, Frente,1, livre coberta  ,8,0,0,1,0,1,1,0,1,0,1,2,2,1,1
174,656611,Centro,295000.0,694.82,120.0,2,1,1,1,0,1,44,0,0, Fundo,1," privativa, coberta ",4,0,0,0,0,0,1,0,1,0,0,3,2,1,1
175,502359,Praia de Santa Helena,296000.0,1151.03,135.31,3,1,1,0,1,1,16,2,0, Frente,1, livre e coberta ,2,0,0,0,0,0,1,0,1,1,1,3,3,1,0
176,625350,Jardim da Penha,298000.0,337.0,75.0,2,1,1,1,0,1,16,1,0, Fundo,1, privativa coberta ,4,0,0,0,0,0,0,0,1,0,0,2,2,1,0
177,638208,Jardim da Penha,298000.0,438.5,70.0,1,0,1,0,1,1,16,0,0, Frente,1, ,4,0,0,0,0,0,0,0,0,0,1,2,1,0,0
178,502522,Centro,298000.0,747.03,180.0,2,1,1,1,1,1,28,0,0, Frente,1, privativa ,2,0,0,0,0,0,1,0,0,0,0,3,2,1,1
179,640456,Mata da Praia,299000.0,371.5,70.0,2,0,1,1,0,1,12,1,0, Frente,1, livre e coberta ,4,1,0,0,0,0,0,0,0,0,0,2,2,0,0
180,548058,Praia do Canto,300000.0,1400.0,34.0,1,1,0,1,0,1,75,1,1, Frente,0, ,5,1,0,1,0,1,1,1,1,1,0,1,1,1,1
181,583017,Jardim Camburi,300000.0,0.0,44.0,1,1,1,1,0,1,120,1,1, Lateral,1, direito ao uso  de estacionamento rotativa ,20,0,0,1,0,0,1,0,1,0,1,1,1,1,1
182,594577,Santa Cecília,300000.0,580.0,60.0,1,1,1,1,0,1,40,1,1, Lateral,1, coberta ,4,1,1,1,0,1,1,1,1,1,1,2,1,1,1
183,541460,Santa Terezinha,300000.0,435.0,68.0,2,1,1,1,0,1,45,1,1, Frente,1," privativa, coberta e livre ",5,0,1,1,0,0,1,0,1,1,1,2,2,1,1
184,78949,Jardim da Penha,300000.0,278.39,75.0,2,0,1,1,1,1,12,0,0, Fundo,1, privativa e coberta ,4,0,0,0,0,1,0,0,0,0,0,2,2,0,1
185,513034,Praia de Santa Helena,300000.0,641.42,68.88,3,1,1,1,0,1,28,1,1, Fundo,1, livre coberta no g ,4,0,0,0,0,1,1,0,1,1,1,2,3,1,1
186,560088,Centro,300000.0,413.0,100.0,1,0,1,1,1,1,48,0,0, Frente,1, privativa ,4,0,0,0,0,0,1,0,0,0,0,3,1,0,1
187,599974,Jardim Camburi,300000.0,310.0,59.0,2,1,1,1,0,1,30,1,0, Fundo,1, privativa ,6,0,0,1,0,1,0,0,1,0,1,2,2,1,1
188,611646,Mata da Praia,300000.0,329.1,42.55,1,0,1,1,0,1,50,1,0, Lateral,1, privativa e coberta ,10,1,0,0,0,1,1,0,1,0,1,1,1,0,0
189,581811,Jardim da Penha,300000.0,285.0,60.0,1,0,1,1,0,1,0,0,0, Frente,1, privativa ,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0
190,599979,Jardim Camburi,300000.0,310.0,63.0,2,1,1,1,0,1,30,1,0, Frente,1, privativa ,6,1,0,1,0,1,1,0,1,0,1,2,2,1,1
191,625795,Jardim da Penha,300000.0,373.0,70.0,1,0,1,0,0,1,12,0,0, Fundo,1, privativa e coberta ,4,1,0,1,0,1,0,0,1,0,0,2,1,0,1
192,634974,Jardim Camburi,300000.0,350.52,80.0,1,1,1,1,0,1,12,0,0, Frente,1, privativa / livre / coberta ,4,1,0,0,0,0,0,0,1,0,0,3,1,1,1
193,635998,Jardim da Penha,300000.0,319.41,70.0,2,0,1,0,1,1,24,1,0, Fundo,1, coberta ,4,1,0,0,0,0,0,0,0,0,0,2,2,0,0
194,651048,Jardim da Penha,300000.0,225.0,75.0,1,0,1,0,0,1,16,0,0, Frente,1, privativa no ss do prédio ,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0
195,270206,Praia do Canto,300000.0,670.54,96.0,2,0,0,1,0,1,30,0,0, Frente,0, ,6,1,0,0,0,1,1,0,1,0,0,3,2,0,1
196,657118,Centro,300000.0,694.82,120.0,2,1,0,1,0,1,44,0,0, Fundo,0, ,4,0,0,0,0,0,1,0,1,0,0,3,2,1,1
197,658292,Jardim Camburi,300000.0,390.0,64.0,1,1,1,0,0,1,56,1,1, Frente,1, vaga 23 no g1 - livre e coberta ,8,0,0,1,0,0,1,0,1,0,1,2,1,1,1
198,663015,Jardim Camburi,300000.0,369.87,60.0,2,1,1,1,0,1,60,1,0, Frente,1," coberta, privativa e livre ",6,1,0,1,0,1,1,0,1,0,1,2,2,1,0
199,592382,Praia do Canto,305000.0,450.0,98.0,2,1,1,1,1,1,168,1,1, Fundo,1, livre e coberta térreo ,6,0,0,1,1,1,1,0,1,1,1,3,2,1,1
200,519037,Bento Ferreira,315000.0,0.0,61.77,1,0,1,1,0,1,84,1,1, Frente,1, privativa ,6,1,1,1,0,1,1,0,1,1,1,2,1,0,0
201,519047,Bento Ferreira,315000.0,0.0,61.77,1,0,1,1,0,1,84,1,1, Frente,1, privativa ,6,1,1,1,0,1,1,0,1,1,1,2,1,0,0
202,553948,Santa Lúcia,315000.0,335.0,47.0,1,0,1,1,0,1,54,1,0, Frente,1, privativa ,6,0,0,1,0,0,1,0,1,0,1,1,1,0,1
203,584415,Bento Ferreira,315000.0,375.0,60.0,1,0,1,1,0,1,90,1,1, Lateral,1, coberta ,6,1,0,0,0,1,1,0,1,1,1,2,1,0,0
204,622670,Jardim da Penha,315000.0,300.0,80.0,2,0,1,0,1,1,12,0,0, Frente,1, coberta e presa ,4,1,0,0,0,0,0,0,0,0,0,2,2,0,0
205,635747,Jardim Camburi,315000.0,312.28,53.49,2,1,1,1,0,1,12,1,0, Lateral,1, ,2,1,0,1,0,1,1,0,0,0,0,2,2,1,0
206,640249,Santa Cecília,315000.0,580.0,61.19,1,1,2,1,0,1,40,1,1, Frente,2, vagas nº 10 e 11 pilotis descobertas ,4,0,1,0,0,1,1,1,1,1,1,2,1,1,1
207,640282,Santa Cecília,315000.0,330.0,59.58,1,1,2,1,0,1,40,1,1, Frente,2, vaga pilotis nº 15 descoberta ,4,1,1,0,0,1,1,0,1,1,1,2,1,1,1
208,640283,Santa Cecília,315000.0,580.0,59.86,1,1,2,1,0,1,40,1,1, Lateral,2, vagas nº 09 e 09a - pilotis ,4,1,1,1,0,1,1,1,1,1,1,2,1,1,0
209,401827,Santa Terezinha,315000.0,378.03,62.0,2,1,1,1,0,1,32,1,1, Lateral,1, coberta ,4,0,0,0,0,1,1,0,1,1,1,2,2,1,0
210,466747,Jardim da Penha,315000.0,314.99,85.0,1,1,1,1,0,1,12,0,0, Frente,1," privativa, livre e coberta ",4,1,0,0,0,0,0,0,1,0,0,2,1,1,0
211,432804,Praia do Canto,315000.0,685.18,55.0,1,0,1,1,0,1,48,1,1, Fundo,1," privativa, solta, coberta ",4,0,0,1,0,0,1,0,1,1,0,1,1,0,1
212,616734,Jardim da Penha,318000.0,1061.7,50.0,1,1,1,1,0,1,146,1,1, Lateral,1," privativa, solta, coberta ",23,1,0,1,0,1,1,0,1,1,1,1,1,1,1
213,593441,Praia do Suá,320000.0,508.0,85.0,2,1,1,1,0,1,102,0,0, Frente,1, coberta - privativa e livre ,6,1,0,1,0,0,1,0,1,0,0,3,2,1,1
214,107656,Jardim Camburi,320000.0,281.0,58.5,1,0,1,1,0,2,60,1,0, Fundo,1," privativa, livre ",6,0,0,1,0,1,1,0,1,0,0,2,1,0,1
215,434038,Jardim da Penha,320000.0,297.68,68.0,1,0,1,0,0,1,12,1,0, Frente,1, privativa e coberta ,4,0,0,0,0,1,0,0,1,0,0,2,1,0,0
216,608247,Jardim Camburi,320000.0,391.0,65.0,2,1,1,1,0,1,24,1,0, Lateral,1, privativa e coberta ,4,1,0,1,0,1,1,0,1,0,0,2,2,1,0
217,62639,Jardim Camburi,320000.0,336.87,70.0,2,1,1,1,0,1,27,1,0, Lateral,1, livre coberta toldo ,3,1,0,1,0,1,1,0,1,0,1,2,2,1,0
218,625802,Jardim da Penha,320000.0,291.56,61.0,1,0,1,0,0,1,12,2,0, Frente,1, livre ,4,1,0,0,0,0,0,0,1,0,0,2,1,0,0
219,636306,Santa Cecília,320000.0,290.0,60.69,1,1,1,1,0,1,28,1,0, Frente,1, privativa ,4,1,0,1,0,1,1,0,1,0,0,2,1,1,0
220,636645,Bento Ferreira,320000.0,788.0,90.0,1,0,2,0,1,1,36,0,0, Fundo,2, livres e cobertas ,6,1,0,1,0,0,1,0,0,0,1,2,1,0,0
221,639270,Praia de Santa Helena,320000.0,502.3,68.0,2,1,1,1,0,1,75,1,1, Frente,1, livre coberta no pavimento g2 ,5,1,0,1,0,1,1,1,1,1,1,2,2,1,1
222,643429,Centro,320000.0,495.35,140.0,2,0,1,0,1,1,76,0,0, Frente,1, coberta ,2,0,0,0,0,0,1,0,0,0,1,3,2,0,1
223,645484,Jardim da Penha,320000.0,294.66,61.0,1,0,1,1,1,1,12,0,0, Frente,1, coberta - privativa e livre ,4,1,0,1,0,0,0,0,0,0,0,2,1,0,0
224,646274,Praia do Canto,320000.0,626.0,110.0,2,1,1,1,1,1,36,0,0, Lateral,1," livre/ privativa (cabe carro, moto e ainda sobra espaço). ",4,1,0,1,0,1,1,0,1,0,1,3,2,1,1
225,647121,Centro,320000.0,694.82,120.0,2,1,1,1,0,1,44,0,0, Fundo,1," privativa, coberta. ",4,0,0,0,0,0,1,0,0,0,0,3,2,1,1
226,652393,Santa Lúcia,320000.0,282.0,120.0,2,1,1,1,0,1,9,1,0, Lateral,1, solidária com vizinho ,3,1,0,0,0,0,0,0,1,0,1,3,2,1,0
227,657185,Santa Terezinha,320000.0,332.0,55.0,1,0,1,1,0,1,60,1,1, Fundo,1," privativa, livre, coberta. ",8,0,1,1,0,1,1,1,1,1,1,2,1,0,1
228,58935,Jardim da Penha,320000.0,223.13,72.0,1,0,1,1,0,1,15,1,0, Fundo,1, livre e coberta ,5,1,0,0,0,0,0,0,0,0,0,2,1,0,0
229,659145,Santa Terezinha,320000.0,466.0,65.0,2,1,1,1,0,1,80,1,1, Frente,1, ,8,0,0,0,0,0,1,0,1,1,1,2,2,1,1
230,660399,Jardim Camburi,320000.0,470.0,80.0,1,0,1,1,0,1,144,0,0, Lateral,1, privativa coberta ,4,1,1,0,1,1,0,0,0,0,1,3,1,0,1
231,565305,Santa Terezinha,320000.0,436.83,60.0,1,1,1,1,0,1,72,1,1, Frente,1, livre e coberta ,8,1,0,1,0,1,1,0,1,0,1,2,1,1,1
232,660643,Centro,320000.0,800.0,80.0,1,1,1,0,0,1,36,1,0, Fundo,1, privativa coberta ,4,1,0,0,0,0,1,0,1,0,1,3,1,1,1
233,509392,Jardim Camburi,325000.0,800.0,59.75,2,1,1,0,0,1,24,1,0, Fundo,1, privativa e coberta ,6,1,0,0,0,1,1,0,1,0,1,2,2,1,1
234,640428,Jardim Camburi,325000.0,404.95,78.0,1,1,1,0,0,1,60,1,0, Frente,1, coberta ,6,1,1,0,0,0,1,0,0,0,1,3,1,1,0
235,644720,Jardim da Penha,325000.0,252.0,72.0,1,1,1,1,0,1,12,0,0, Fundo,1," grande, livre e coberta ",4,1,0,0,0,0,0,0,0,0,0,2,1,1,0
236,506231,Jardim Camburi,325000.0,383.67,58.0,1,1,1,1,0,1,36,1,1, Frente,1, solidária e coberta ,6,1,0,1,0,1,1,0,1,1,1,2,1,1,1
237,655452,Santa Terezinha,325000.0,805.19,56.0,1,1,1,1,0,1,56,1,1, Fundo,1, coberta ,8,0,1,0,0,0,1,1,1,0,1,2,1,1,1
238,615005,Jardim Camburi,330000.0,708.0,64.05,2,1,1,0,0,1,64,1,0, Frente,1, coberta ,4,0,0,1,0,1,1,0,1,0,1,2,2,1,1
239,595830,Jardim Camburi,330000.0,500.0,70.0,2,1,1,1,0,1,24,1,1, Frente,1, privativa e coberta ,6,1,0,1,0,0,1,0,1,0,1,3,2,1,0
240,617076,Praia do Canto,330000.0,900.0,40.0,1,1,1,1,0,1,0,1,1, Frente,1, privativa ,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1
241,618384,Jardim Camburi,330000.0,266.77,65.0,2,1,1,1,0,1,42,2,0, Lateral,1," descoberta, privativa e livre ",6,0,0,1,0,0,1,0,0,0,0,2,2,1,0
242,626600,Jardim Camburi,330000.0,549.85,70.0,2,1,1,1,0,1,16,1,1, Frente,1, privativa ,4,1,0,1,0,1,1,0,1,0,1,3,2,1,1
243,629626,Jardim Camburi,330000.0,279.69,60.0,2,1,1,1,0,1,50,1,0, Fundo,1, coberta - privativa e livre ,5,1,0,1,0,1,1,0,1,0,1,2,2,1,1
244,557750,Praia do Canto,330000.0,451.28,110.0,2,1,0,1,1,1,36,0,0, Frente,0, ,4,0,0,1,0,1,1,0,1,0,1,3,2,1,1
245,637129,Jardim da Penha,330000.0,343.5,70.0,2,1,1,1,0,1,12,1,0, Frente,1," privativa, coberta e livre ",4,1,0,0,0,0,0,0,0,1,0,2,2,1,0
246,645990,Jardim da Penha,330000.0,250.0,72.0,1,1,1,0,0,1,8,0,0, Frente,1, coletiva ,2,0,0,0,0,0,0,0,1,0,0,3,1,1,0
247,646238,Jardim Camburi,330000.0,435.22,56.0,1,0,1,1,0,1,108,0,1, Fundo,1, coberta - privativa e livre ,6,1,1,1,0,1,1,1,1,1,1,1,1,0,1
248,647629,Praia de Santa Helena,330000.0,1100.0,68.0,1,1,1,1,0,1,32,1,1, Frente,1, coberta ,4,1,0,1,0,0,1,0,0,1,0,2,1,1,1
249,650642,Jardim da Penha,330000.0,341.64,70.0,1,0,1,0,0,1,12,0,0, Frente,1," privativa, livre e coberta  ",4,1,0,0,0,0,0,0,1,0,0,2,1,0,0
250,656677,Jardim Camburi,330000.0,0.0,60.0,1,1,1,1,0,1,50,1,1, Lateral,1, privativa coberta ,5,0,0,0,1,0,1,0,1,0,1,2,1,1,1
251,433571,Praia de Santa Helena,335000.0,585.0,72.0,1,0,1,1,0,1,54,1,1, Lateral,1," privativa, coberta, livre ",6,1,0,0,0,1,1,0,0,0,1,2,1,0,1
252,101579,Jardim da Penha,336000.0,330.0,78.0,1,0,1,1,1,1,0,0,0, Frente,1, livre ,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0
253,660313,Jardim da Penha,338000.0,285.0,90.0,1,1,1,0,0,1,16,1,0, Fundo,1, 1 vaga de estacionamento rotativa e descoberta. ,4,1,0,0,0,0,0,0,0,0,0,3,1,1,0
254,595351,Jardim Camburi,339275.0,403.11,69.0,2,1,1,1,0,1,36,1,0, Lateral,1," coberta, privativa e livre ",6,1,1,1,0,0,1,0,1,1,1,2,2,1,1
255,591607,Bento Ferreira,340000.0,390.0,56.43,1,1,2,1,0,1,96,1,1, Outros,2, privativas ,6,1,0,1,0,0,1,0,1,1,1,2,1,1,1
256,638239,Jardim da Penha,340000.0,280.63,79.0,1,0,1,1,1,1,12,0,0, Frente,1, coberta e solta ,4,1,0,0,0,1,0,0,0,0,0,2,1,0,0
257,640275,Jardim Camburi,340000.0,582.9,78.0,1,1,1,1,0,1,0,1,0, Fundo,1, ,0,1,0,0,0,1,1,0,1,0,1,3,1,1,1
258,640993,Jardim Camburi,340000.0,431.2,70.0,1,1,1,1,0,1,25,1,1, Frente,1, coberta. ,5,1,0,0,0,0,1,0,0,0,1,3,1,1,1
259,644747,Jardim Camburi,340000.0,0.0,54.56,1,1,1,1,0,1,42,1,1, Fundo,1, coberta ,6,0,1,0,0,1,1,0,1,0,1,2,1,1,0
260,600019,Jardim da Penha,342000.0,358.0,95.42,1,0,1,0,1,1,8,0,0, Frente,1, coberta ,2,0,0,0,0,0,0,0,0,0,0,3,1,0,0
261,502479,Jardim da Penha,343000.0,0.0,35.66,1,1,2,1,0,1,48,1,0, Frente,2, privativas/cobertas ,8,0,0,1,0,1,1,1,1,1,1,1,1,1,1
262,511757,Bento Ferreira,345000.0,378.27,65.0,1,0,1,1,1,1,28,1,0, Fundo,1, livre e coberta no sl ,4,0,0,1,0,1,1,0,1,1,1,2,1,0,0
263,618357,Jardim Camburi,345000.0,435.9,68.0,1,1,1,1,0,1,12,1,0, Fundo,1, privativa / livre / coberta ,2,1,0,0,0,0,1,0,1,0,1,2,1,1,0
264,622274,Jardim Camburi,345000.0,354.85,70.0,1,1,1,0,0,1,64,1,0, Lateral,1, coberta ,8,0,0,0,0,0,0,0,0,0,0,2,1,1,0
265,497720,Jardim Camburi,345000.0,348.0,65.0,1,1,1,1,0,1,54,1,0, Lateral,1, privativa ,6,1,0,1,0,1,1,0,1,0,1,2,1,1,1
266,579908,Jardim da Penha,349000.0,433.16,65.0,1,0,1,1,0,1,30,1,0, Frente,1, privativa e coberta - nº 101 ,6,0,0,0,0,0,1,0,0,0,0,2,1,0,0
267,361652,Jardim Camburi,349000.0,348.61,78.0,1,1,1,1,0,1,54,1,0, Frente,1, livre / coberta ,6,1,1,1,0,1,1,0,1,0,1,3,1,1,1
268,657366,Mata da Praia,349000.0,433.6,75.46,2,0,1,0,1,1,12,0,0, Frente,1, ,4,1,0,0,0,0,0,0,0,0,0,3,2,0,1
269,648265,Mata da Praia,349539.0,0.0,40.0,1,0,1,0,0,1,0,0,1, Frente,1, ,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0
270,556272,Santa Terezinha,350000.0,324.0,62.0,2,0,2,1,0,1,64,1,1, Lateral,2," privativas, cobertas, 01 livre e 01 presa ",8,1,0,1,0,1,1,0,1,1,1,2,2,0,1
271,457093,Santa Terezinha,350000.0,388.0,67.62,1,1,1,1,0,1,70,1,1, Lateral,1, livre coberta ,10,1,1,1,0,1,1,0,1,1,1,2,1,1,1
272,565802,Santa Terezinha,350000.0,498.56,64.0,1,1,2,1,0,1,56,1,1, Frente,2, privativas e cobertas ,8,0,0,1,0,1,1,0,1,0,1,2,1,1,1
273,589532,Jardim Camburi,350000.0,430.0,114.0,1,0,1,0,0,2,9,0,0, Frente,1, privativa e coberta ,3,1,0,0,0,0,0,0,0,0,0,3,1,0,0
274,600937,Mata da Praia,350000.0,261.5,70.0,1,0,1,0,0,1,12,1,0, Fundo,1, privativa ,4,1,0,0,0,0,0,0,0,0,0,2,1,0,0
275,588908,Praia do Canto,350000.0,773.52,99.0,3,0,1,1,1,1,28,0,0, Frente,1, livre ,4,1,0,1,0,0,1,0,1,0,1,3,3,0,1
276,590420,Morada de Camburi,350000.0,387.2,70.0,1,0,1,1,0,1,15,0,0, Frente,1, ,5,1,0,0,0,1,0,0,1,0,0,3,1,0,0
277,613166,Praia do Canto,350000.0,28.18,70.0,1,0,0,1,0,1,8,0,0, Lateral,0, estacionamento ,4,1,0,0,0,0,0,0,0,0,0,2,1,0,0
278,630333,Jardim Camburi,350000.0,648.02,65.0,2,1,1,0,0,1,36,1,0, Frente,1, livre e coberta ,4,0,0,1,0,1,1,0,1,0,1,2,2,1,1
279,121172,Centro,350000.0,627.95,140.0,1,1,1,1,1,2,32,0,0, Fundo,1, privativa/coberta/ ,4,0,0,1,0,1,1,0,1,0,0,3,1,1,1
280,646297,Jardim Camburi,350000.0,530.83,57.0,1,0,1,1,0,1,112,1,1, Fundo,1," privativa, livre. ",8,0,0,1,0,0,1,1,1,1,1,2,1,0,1
281,59081,Jardim da Penha,350000.0,657.1,58.0,1,1,1,1,0,1,30,1,0, Frente,1, privativa e coberta ,6,0,0,1,0,1,1,0,1,0,0,2,1,1,1
282,651540,Mata da Praia,350000.0,413.0,90.0,2,0,1,0,0,1,36,0,0, Frente,1, vaga livre coberta  ,2,0,0,0,0,1,0,0,0,0,0,3,2,0,0
283,658626,Jardim da Penha,350000.0,301.38,100.0,2,1,0,0,0,1,12,1,0, Frente,0, ,4,0,0,0,0,0,0,0,0,0,0,3,2,1,0
284,666360,Jardim da Penha,350000.0,250.0,71.73,1,0,1,1,0,1,12,1,0, Frente,1," privativa, coberta ",4,1,0,1,0,0,0,0,0,0,0,2,1,0,0
285,629777,Santa Terezinha,354000.0,488.14,72.0,2,1,1,1,0,1,36,1,0, Frente,1, 1 vaga solta ,4,0,0,0,0,1,1,0,1,0,1,3,2,1,0
286,653036,Praia do Canto,354255.0,2.0,52.0,2,1,1,0,0,1,24,0,1, Lateral,1, livre e coberta ,6,0,0,0,0,0,1,0,1,1,0,2,2,1,0
287,521547,Bento Ferreira,355000.0,518.0,70.0,2,1,1,1,0,1,56,1,1, Fundo,1, privativa/coberta/livre ,4,0,0,1,1,1,1,0,1,0,1,2,2,1,1
288,48684,Jardim Camburi,355000.0,310.0,70.0,2,1,1,1,0,1,40,1,0, Frente,1," privativa, coberta e livre ",4,0,1,1,0,0,1,0,1,0,0,3,2,1,1
289,519876,Praia de Santa Helena,355000.0,700.0,64.38,2,1,1,1,0,1,104,1,1, Frente,1, privativa/coberta ,8,1,0,1,0,1,1,1,1,1,1,1,2,1,1
290,457190,Enseada do Suá,355000.0,680.0,64.38,1,1,1,1,0,1,0,1,1, Frente,1, coletiva ,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
291,641600,Santa Terezinha,355000.0,391.56,70.0,2,1,1,1,0,1,56,1,1, Lateral,1," privativa, coberta e solta ",8,0,1,1,0,1,1,0,1,1,1,2,2,1,1
292,608260,Bento Ferreira,358000.0,531.0,67.83,2,1,1,1,0,1,52,1,1, Fundo,1, privativa e coberta ,4,0,1,1,0,1,1,0,1,1,1,2,2,1,1
293,88182,Bento Ferreira,360000.0,595.0,75.0,3,1,1,1,1,1,54,1,0, Frente,1," privativa, coberta, livre ",6,1,0,1,0,0,1,0,1,0,1,2,3,1,0
294,584731,Praia do Canto,360000.0,501.18,78.35,1,0,1,0,1,1,0,1,0, Frente,1, privativo e coberta ,0,1,0,0,1,1,1,0,0,0,0,2,1,0,1
295,591425,Bento Ferreira,360000.0,660.0,58.0,1,1,2,1,0,1,76,2,1, Fundo,2, coberta ,4,0,0,1,0,1,1,1,1,1,1,2,1,1,1
296,338905,Jardim Camburi,360000.0,440.68,81.0,2,1,1,0,0,1,60,1,0, Frente,1, privativa descoberta ,6,0,1,1,0,1,1,0,1,0,1,3,2,1,0
297,599499,Praia do Canto,360000.0,755.0,100.0,1,1,1,1,0,1,28,0,0, Frente,1," privativa, solidaria ",4,1,0,0,0,0,1,0,1,0,1,3,1,1,1
298,631039,Morada de Camburi,360000.0,405.73,70.0,2,1,1,1,0,1,48,1,1, Frente,1," privativa, coberta e livre ",4,0,1,1,0,1,1,1,1,1,1,2,2,1,1
299,64199,Jardim da Penha,360000.0,551.16,80.0,1,0,1,1,1,1,12,0,0, Frente,1, coberta - privativa e livre ,4,0,0,0,0,0,0,0,1,0,0,2,1,0,0
300,595041,Centro,360000.0,540.9,150.0,1,1,1,1,0,1,20,0,0, Fundo,1, coberta e presa. a vaga não é fixa. ,2,0,0,0,0,0,1,0,0,0,0,3,1,1,1
301,650007,Jardim Camburi,360000.0,1.0,76.0,1,2,2,1,0,2,0,1,0, Frente,2, privativas / cobertas ,0,1,0,0,0,1,1,0,1,1,1,2,1,2,1
302,652301,Jardim Camburi,360000.0,313.0,68.0,2,1,1,0,0,1,28,1,0, Frente,1, livre e coberta  ,4,1,0,1,0,1,0,0,0,0,0,2,2,1,0
303,652497,Jardim da Penha,360000.0,596.0,79.0,1,0,1,0,1,1,12,0,1, Frente,1, livre e coberta ,4,1,0,1,1,1,0,0,0,0,0,2,1,0,1
304,653132,Jardim Camburi,360000.0,297.0,58.0,1,1,1,1,0,1,180,1,1, Frente,1, livre e coberta ,6,1,1,1,1,1,1,1,1,1,1,2,1,1,1
305,644875,Jardim da Penha,360000.0,250.0,100.0,2,1,1,0,0,1,48,1,0, Frente,1, descoberta /livre ,4,1,0,0,0,1,0,0,0,0,0,3,2,1,0
306,659099,Jardim Camburi,360000.0,592.68,85.04,1,1,1,0,0,1,36,0,0, Fundo,1, privativa ,4,0,0,0,0,0,0,0,0,0,0,3,1,1,0
